Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin
46.86,Male,42.89,1.62,178.83,131.59,63.94,0.5,604.45,HIIT,17.00080585,2.3,2.99,1,16.34,3.99,2.01,348.27,139.49,92.54,1323,Other,Dinner,Keto,48.48,612.44,93.96,208.72,Fried,24.64,14.02,2.41,Leg Press,4.99,20.92,Strengthens lower body,329.07,"Quadriceps, Calves, Glutes",Low Bar or TRX,Intermediate,Abs,Wrist Flexors,Hanging leg raises,16.34278311,2783.9,0.5004059054,3.252273257,0.5888240926,0.7358385058,718.55,35.59835437,329.07,5.23E+19,Low
42.34,Female,63.8,1.76,182.7,133.95,58.87,1.32,950.4,Yoga,22.00326791,3.3,2.98,2,20.6,4,2.99,409.27,163.66,109.16,1850,Other,Breakfast,Vegan,20.35,2004.59,250.89,314.78,Boiled,60.24,88.81,4.41,Bicep Curls,4.98,15.91,Improves shoulder mobility and posture,342.31,Triceps,Parallel Bars or Chair,Advanced,Back,Upper,Wrist extension,20.59659091,3274.16,0.5,2.565203762,0.6063151094,0.7331691297,899.6,49.76191507,903.6984,7.21E+19,Medium
18.81,Male,95.79,1.85,190.55,142.92,49.94,1.2,864,Yoga,29.71700647,2.27,4,2,27.99,1.99,0.97,297.42,118.72,79.17,2666,Other,Breakfast,Balanced,25.32,854.87,295.4,295.72,Grilled,60.13,16.56,2.64,Pistol Squats,5,18.09,Builds explosive power,359.7,Lower Abs,Kettlebell,Advanced,Abs,Lateral,Decline dumbbell press,27.98831264,2377.09,0.5004774746,1.239377806,0.6612616457,0.7500393597,1802,67.3240795,863.28,1.08E+20,High
39.97,Male,58.64,1.98,197.84,137.81,74.14,1.43,1887.6,HIIT,19.08064498,2.5,3,2,14.96,3,0.97,354.5,141.75,94.14,1541,Other,Snack,Balanced,10.3,1769.79,188.49,361.73,Grilled,56,111.81,1.9,Lat Pulldowns,5,16.92,Targets lower abs,367.94,"Legs, Shoulders, Core",Step or Box,Beginner,Abs,Lower,Barbell curls,14.95765738,2832.26,0.5006602501,2.417291951,0.5147130154,0.6965729883,-346.6,47.45110978,1052.3084,1.30E+20,Very High
40.17,Male,70.85,1.55,170.68,162.7,74,0.85,748.68,Cardio,28.2339793,1.5,3.01,1.01,29.49,3.99,-0.01,280.49,111.98,75.13,1788,Other,Snack,Paleo,37.6,1911.74,147.15,427.35,Roasted,18.25,9.17,1.5,Mountain Climbers,4,24.04,Full body workout,354.7,"Chest, Triceps",Step or Box,Intermediate,Arms,Wrist Flexors,Wrist curl,29.49011446,2246.05,0.4995258342,1.58052223,0.9174596607,0.9532458402,1039.32,50.84622567,602.99,9.64E+19,High
34,Female,109.95,1.86,188.2,138.96,61.92,1.43,944.66,Yoga,30.43176111,3.6,2.03,1.01,31.78,3,-0.02,233.72,94.36,62.6,2794,Other,Lunch,Balanced,23.51,2416.29,259.55,476.4,Raw,25.79,82.39,2,Windshield Wipers,3.99,20.04,Strengthens core and improves mobility,358.96,Lower Abs,None or Dumbbell,Beginner,Forearms,Lats,Barbell rows,31.78113077,1875.72,0.4984112767,0.8582082765,0.610072854,0.7383634431,1849.34,76.49027866,1026.6256,1.06E+20,High
54.3,Male,86.42,1.76,189.3,157.98,67.86,1.47,1586.28,Strength,28.97533268,3.4,3.01,1.99,27.9,3.01,0,295.14,117.84,78.89,2429,Other,Lunch,Paleo,15.73,2449.06,229.77,348.16,Baked,25.85,66.23,2.67,Plank,4.99,16.89,Strengthens triceps and chest,338.2,"Upper Chest, Triceps",Parallel Bars or Chair,Intermediate,Legs,Upper,Bird dog,27.8990186,2361.93,0.4998285301,1.363573247,0.7420948617,0.834548336,842.72,61.3795175,994.308,6.54E+19,Medium
32.51,Female,46.04,1.89,193.05,144.42,50.01,1.45,1390.84,Cardio,19.30826892,2.89,3,1.99,12.89,2.98,-0.03,178.49,71.25,48.04,1469,Other,Snack,Vegan,15.87,2259.22,32.68,374.59,Raw,45.81,84.55,3.71,Calf Raises,4.02,23.94,Improves posture and back strength,338.35,Full Core,Step or Box,Beginner,Chest,Posterior,Concentration curls,12.88877691,1431.32,0.4988122852,1.547567333,0.6600251678,0.7480963481,78.16,37.15047299,981.215,6.56E+19,Medium
23.25,Male,71.43,1.72,163.55,169.37,74.1,1.25,825,Yoga,26.96580879,1.49,1.99,1,24.14,3.01,0,282.02,113.19,75.3,1873,Other,Snack,Vegan,23.01,481.09,243.98,408.21,Grilled,17.13,97.07,2.53,Renegade Rows,3.98,23.92,Full body workout,340.02,Lower Abs,Parallel Bars or Chair,Intermediate,Forearms,Lateral,Donkey kicks,24.144808,2258.54,0.4994731109,1.584628307,1.065064282,1.035585448,1048,52.16832278,850.05,6.83E+19,Medium
57.94,Female,63.04,1.78,176.4,153.65,72.94,1.59,2275.45,HIIT,20.33801541,2.68,4.01,3.01,19.9,3.01,0.01,308.51,124.48,82.91,1690,Other,Breakfast,Vegetarian,18.28,2438.93,281.52,325.91,Roasted,35.03,74.01,4.05,Flutter Kicks,4.01,19.96,Builds chest strength,356.63,"Core, Lower Back",Wall,Intermediate,Back,Upper,Fat grip dumbbell curl,19.89647772,2478.15,0.4979682424,1.974619289,0.7801082544,0.871031746,-585.45,50.21891508,1134.0834,1.01E+20,High
50.91,Female,64.68,1.6,168.86,125.14,55.09,1.5,1617.3,Strength,26.34314739,2.51,3.98,1.98,25.27,3,0.04,210.67,83.31,56.01,1782,Other,Lunch,Keto,39.5,1102.55,43.91,223.78,Baked,37.31,81.07,2.92,Glute Bridges,5.01,23.11,Improves posture and strengthens upper back,338.9,"Glutes, Hamstrings, Core",None or Dumbbells,Intermediate,Abs,Anterior,Standing calf raises,25.265625,1680.01,0.5015922524,1.288033395,0.6157159181,0.7410872912,164.7,47.64125227,1016.7,6.65E+19,Medium
42.9,Male,61.05,1.88,175.2,163.57,67.82,1.02,1235.32,HIIT,22.51121771,2.87,3,1.01,17.27,3,0.01,168.56,67.93,44.78,1763,Other,Lunch,Paleo,8.25,2169.28,300.98,194.74,Raw,48.43,15.76,4.55,Bear Crawls,4,18.03,Builds unilateral leg strength and balance,365.76,"Chest, Triceps",Barbell,Intermediate,Abs,Quads,Bird dog,17.27308737,1348.98,0.4998146748,1.112694513,0.8916930527,0.9336187215,527.68,47.30690159,746.1504,1.24E+20,Very High
18.26,Male,83.36,1.96,183,149.76,66.84,1.82,1888.43,Cardio,23.62720614,3.49,3.98,2.97,21.7,3.01,0.01,198.19,79.15,52.56,2382,Other,Breakfast,Balanced,27.98,686.07,29.75,327.45,Fried,53.95,59.84,2.81,Tricep Dips,4.99,15.92,Improves flexibility,333.34,"Core, Shoulders, Legs",Kettlebell,Beginner,Arms,Lateral,Pull-ups,21.69929196,1582.4,0.5009858443,0.9494961612,0.7138429752,0.8183606557,493.57,63.66436096,1213.3576,5.81E+19,Low
29.72,Female,100.74,1.68,182.12,134.34,60.96,1.47,1412.38,Cardio,31.96989624,2.91,3.99,2.01,35.69,4.01,0,196.16,77.59,52.03,2807,Other,Breakfast,Vegetarian,33.23,450.62,109.68,175.83,Roasted,54.99,7.75,2.69,Calf Raises,4.01,23.91,Improves lower back strength,370.14,Full Body,Resistance Band,Beginner,Chest,Quads,Barbell squats,35.69302721,1563.27,0.5019222527,0.7702005162,0.6056454275,0.7376455085,1394.62,68.53352653,1088.2116,1.37E+20,Very High
48.06,Male,52.42,1.66,173.97,130.32,71.23,0.74,896.21,HIIT,20.21444076,1.8,3.03,1.01,19.02,2.98,0.01,204.24,81.48,54.19,1487,Other,Breakfast,Balanced,45.66,1378.86,278.13,419.25,Roasted,30.76,92.81,3.13,Renegade Rows,4.99,21.02,Improves coordination and cardiovascular health,334.76,Shoulders,Box or Platform,Beginner,Back,Upper,Bicep Curls,19.02308027,1630.59,0.5010211028,1.554368562,0.575141133,0.7490946715,590.79,41.82359015,495.4448,6.01E+19,Low
58.06,Male,46.07,1.67,187.19,129.06,70.15,1.27,1677.8,HIIT,19.71053375,1.82,4.02,2.01,16.52,1.99,4.02,413,165.52,110.43,1343,Other,Dinner,Vegetarian,5.02,602.6,127.24,298.91,Grilled,21.19,95.43,1.04,Bulgarian Split Squats,4,15.06,Strengthens back and legs,361.64,"Back, Core, Shoulders",None or Dumbbell,Intermediate,Chest,Posterior,Concentration curls,16.51905769,3307.95,0.4994029535,3.592793575,0.5033321941,0.689459907,-334.8,36.9893571,918.5656,1.13E+20,Very High
30.87,Male,42.8,1.6,162.94,163.29,69.84,1.1,1188,Strength,20.55882733,1.9,3.01,2,16.72,3,-0.03,192.46,76.76,51.35,1201,Other,Snack,Balanced,24.47,1392.35,150.49,251.87,Boiled,9.91,38.81,4.17,Push-ups,4.98,18,Improves cardiovascular fitness,347.03,"Legs, Shoulders, Core",Parallel Bars or Chair,Beginner,Shoulders,Posterior,Concentration curls,16.71875,1539.03,0.500211172,1.793457944,1.003759398,1.00214803,13,34.0008219,763.466,8.07E+19,Medium
57.81,Male,66.47,1.63,166.96,121.42,52.85,1.13,1491.6,HIIT,23.95865885,2.01,2.98,2,25.02,3,-0.02,247.02,98.72,65.34,1783,Other,Snack,Low-Carb,21.29,1734,11.2,146.23,Baked,10.85,45.47,1.82,Flutter Kicks,3.99,22.03,Strengthens triceps and chest,332.57,"Core, Shoulders, Hips",Resistance Band,Beginner,Legs,Lower Chest,Triceps pushdowns,25.01787798,1971.02,0.5013038934,1.485181285,0.6009114013,0.7272400575,291.4,50.54467946,751.6082,5.70E+19,Low
54.14,Male,56.18,1.75,196.04,154.03,66.06,1.77,2534.99,HIIT,23.07493567,2.7,4.99,3.02,18.34,2.98,0.01,293.83,117.83,78.19,1652,Other,Lunch,Balanced,18.42,1642.17,136.09,260.21,Roasted,14.6,26.48,2.38,Bicep Curls,3.99,22.97,Targets abdominal muscles,354.05,"Glutes, Hamstrings, Core","Bench, Barbell",Beginner,Forearms,Lateral,Incline dumbbell flyes,18.3444898,2350.35,0.5000616929,2.097365611,0.6767964302,0.7857069986,-882.99,43.21650114,1253.337,9.50E+19,High
24.23,Male,87.1,1.74,187.06,158.22,66.95,1.56,1825.2,Strength,25.75909957,3.5,3.98,3,28.77,3.01,0,299.67,119.91,79.79,2262,Other,Snack,Keto,22.87,2491.25,205.31,105.24,Boiled,52.99,21.55,2.27,Leg Raises,3.99,17.12,Targets biceps and forearms,360.74,"Quadriceps, Hamstrings, Glutes",None or Dumbbell,Beginner,Shoulders,Quads,Plate pinch,28.76866165,2396.43,0.5001940386,1.376693456,0.7598867705,0.845824869,436.8,64.66382427,1125.5088,1.11E+20,Very High
26.08,Male,56.08,1.68,181.72,129.25,53.91,1.12,1353.97,HIIT,19.20416321,2.91,3,1,19.87,2,-0.03,264.01,106.76,71.24,1550,Other,Snack,Low-Carb,17.23,1936.45,266.61,114.72,Boiled,45.19,18.44,4.16,Bicycle Crunches,4.01,22.97,Targets biceps and forearms,340.36,Full Body,Cable Machine,Advanced,Arms,Quads,Donkey kicks,19.86961451,2124.24,0.4971377999,1.903708987,0.5894687427,0.7112590799,196.03,45.31030527,762.4064,6.88E+19,Medium
39.01,Female,63.2,1.71,178.11,125.6,56.06,1.87,2672.04,HIIT,21.91864303,2.7,4.02,2.99,21.61,2,0.02,166.28,66.53,44.4,1823,Other,Lunch,Paleo,19.42,1376.02,63.52,353.12,Grilled,56.44,75.7,1.98,Face Pulls,4.03,22.92,Advanced core exercise,341.07,Full Core,Cable Machine,Beginner,Abs,Quads,Leg extensions,21.61348791,1330.84,0.4997745785,1.052689873,0.5697664891,0.7051821908,-849.04,49.3474176,1275.6018,7.00E+19,Medium
56.94,Male,95.92,1.74,198.86,143.96,53.73,1.21,1306.8,Strength,32.24353491,2.79,2.98,2,31.68,3.01,-0.02,206.36,82.09,55.1,2477,Other,Lunch,Balanced,14.2,2070.97,18.55,213.83,Baked,55.91,84.22,3.98,Dead Bugs,4.01,16.03,Improves flexibility,338.78,"Quadriceps, Calves, Glutes",Low Bar or TRX,Advanced,Abs,Quads,Towel pull-up,31.68186022,1649.7,0.5003576408,0.8558173478,0.6217184593,0.7239263804,1170.2,64.99200131,819.8476,6.63E+19,Medium
25.34,Female,40.99,1.62,193.39,144.03,64.23,1.49,1607.86,Strength,19.44315296,2.12,4,1.99,15.62,2,0,170.89,68.77,45.36,1051,Other,Dinner,Balanced,41.34,2095.14,135.65,223.81,Baked,15.6,72.97,3.4,Bench Press,4.99,14.97,Targets obliques and improves core rotation,335.35,"Back, Hamstrings, Glutes",Kettlebell,Advanced,Back,Lower,Concentration curls,15.61880811,1366.88,0.5000877912,1.677726275,0.61783834,0.7447644656,-556.86,33.0202516,999.343,6.10E+19,Low
54.1,Female,85.33,1.93,170.97,162.79,50.97,1.74,1808.21,Cardio,23.10356746,3.5,4.98,2.99,22.91,2.01,1,261.59,104.15,69.59,2480,Other,Lunch,Balanced,16.91,1061.96,33.96,456.96,Raw,5.32,93.91,2.43,Lateral Raises,5.03,15.01,Builds explosive upper body power,348.28,"Chest, Triceps",None or Dumbbell,Advanced,Forearms,Anterior,Plate pinch,22.90799753,2089.27,0.5008256472,1.22055549,0.9318333333,0.9521553489,671.79,65.61572589,1212.0144,8.31E+19,Medium
22.96,Female,88.13,1.92,163.44,129.05,57.99,1.87,1943.3,Cardio,26.73274976,3.5,4.99,2.99,23.91,2.01,0,203.04,80.57,54.16,2443,Other,Snack,Vegetarian,43.41,681.98,136.4,328.97,Raw,49.96,16.09,1.2,Inverted Rows,4.02,23.96,Improves shoulder health and posture,346.49,"Biceps, Forearms",Box or Platform,Intermediate,Shoulders,Middle,Seated cable rows,23.90679253,1621.88,0.5007522135,0.914217633,0.6738738739,0.7895863926,499.7,64.57042764,1295.8726,7.97E+19,Medium
22,Male,61.79,1.52,168.98,166.08,61.05,1.83,1429.6,Yoga,26.09552725,2.71,5.02,3.02,26.74,3,0.99,306.07,121.08,81.55,1706,Other,Dinner,Paleo,1.1,90.08,170.3,183.21,Baked,21.09,57.53,4.47,Squats,5,21,Targets lower abs,362.03,Shoulders,Pull-up Bar,Beginner,Legs,Anterior,Dumbbell front raises,26.7442867,2442.55,0.5012302716,1.959540379,0.9731307329,0.9828382057,276.4,45.66557371,1325.0298,1.14E+20,Very High
22.79,Female,81.37,1.8,178.16,126.01,59.12,1.55,1812.1,Strength,24.03012119,3.5,4.04,2.99,25.11,3.01,-0.02,215.52,87.03,57.76,2193,Other,Breakfast,Keto,18.47,147.85,61.66,246.43,Roasted,7.14,50.97,3.4,Push-ups,5,17.02,Targets lower chest,364.14,"Core, Obliques",Dumbbells,Advanced,Legs,Wrist Extensors,Fat grip dumbbell curl,25.11419753,1730.04,0.4983006173,1.069558805,0.5619119624,0.707285586,380.9,61.81669039,1128.834,1.20E+20,Very High
33.86,Female,69.08,1.53,166.83,134,59.12,1.37,902.56,Yoga,30.37893989,2.11,2,1,29.51,2,-0.01,271.42,107.24,72.53,1808,Other,Dinner,Paleo,39.92,1833.88,166.53,333.37,Roasted,48.26,58.33,1.1,Push Ups,4.99,15.04,Improves hip power and cardiovascular fitness,334.1,"Upper Chest, Triceps",Resistance Band or Cable Machine,Beginner,Legs,Wrist Extensors,Crunches,29.51001751,2167.41,0.5009112258,1.552403011,0.6952000743,0.8032128514,905.44,48.09422833,915.434,5.92E+19,Low
49.98,Female,73.78,1.55,182.79,145.02,74.33,0.88,773.7,Cardio,30.27636423,2.11,2.98,1,30.71,1.99,0.96,194.33,76.57,51.47,2161,Other,Breakfast,Balanced,4.45,1855.38,235.6,484.71,Grilled,51.94,51.45,3.82,Step-ups,3.98,22.87,Improves back strength and posture,344.97,"Upper Chest, Triceps",Barbell,Intermediate,Chest,Wrist Extensors,Barbell hip thrusts,30.70967742,1546.83,0.5025245179,1.037815126,0.6517610179,0.7933694403,1387.3,51.44209847,607.1472,7.68E+19,Medium
51.28,Female,64.1,1.8,191.11,131,71.98,1.07,1155.6,Strength,23.99848065,2.71,4.01,2,19.78,2.01,0.99,199.94,81.14,53.52,1757,Other,Snack,Vegan,45.39,565.24,43.35,232.39,Roasted,14.26,9.8,3.73,Lateral Raises,3.99,17.96,Targets abdominal muscles,338.77,Full Body,Bench or Step,Beginner,Arms,Grip Strength,Decline dumbbell flyes,19.78395062,1606,0.4979825654,1.265834633,0.4954251658,0.6854691016,601.4,48.71697391,724.9678,6.63E+19,Medium
41.88,Male,63.49,1.71,173.01,168.91,61.92,1.42,1021.55,Yoga,23.49667288,1.8,3.02,1.99,21.71,1.99,0,301,119.96,79.88,1818,Other,Breakfast,Paleo,31.59,1152.66,38.58,209.9,Baked,54.72,50.4,4.8,Tricep Extensions,3,9.93,Targets lower abs,268.83,"Shoulders, Triceps",None or Dumbbell,Advanced,Abs,Lats,Hammer curls,21.71266373,2402.76,0.5010904127,1.889431407,0.9630929877,0.9763019479,796.45,48.57196239,763.4772,1.00E+19,Low
40.84,Male,43.33,1.77,182.03,165.06,58.09,1.19,1175.96,Strength,18.81515411,1.59,3.01,1,13.83,1.98,0.01,276.68,110.93,73.69,1256,Other,Lunch,Low-Carb,47.47,343.37,292.26,466.29,Roasted,15.49,80.82,1.81,Lunges,3,11.97,Advanced core exercise,164.19,"Glutes, Hamstrings, Core","Bench, Barbell",Advanced,Arms,Quads,Chest flyes,13.83063615,2213.65,0.499952567,2.560120009,0.8630789091,0.9067736087,80.04,35.17739372,390.7722,1.80E+17,Low
59.19,Female,85.78,1.67,190.35,144,70.95,1.98,2837.93,HIIT,31.76210867,3.48,5,3.03,30.76,1.99,-0.02,213.8,85.28,57.69,2243,Other,Snack,Vegetarian,39.93,1037.04,182.1,423.45,Steamed,37.22,20.45,4.45,Leg Press,3.99,25.1,Builds explosive upper body power,366.77,"Full Body, Core, Shoulders",Pull-up Bar,Advanced,Legs,Lateral,Barbell hip thrusts,30.75764638,1715.53,0.4985048352,0.9941711355,0.6118090452,0.756501182,-594.93,58.53446318,1452.4092,1.27E+20,Very High
18.48,Female,115.09,1.97,191.98,127.91,59.87,1.02,897.6,Cardio,34.7024273,2.6,2.97,1,29.66,3,0.01,234.17,93.7,62.8,3141,Other,Lunch,Low-Carb,10.59,2425.53,118.26,157.32,Raw,24.02,97.31,3.9,Inverted Rows,4,15.88,Targets obliques and improves core rotation,364,"Quadriceps, Calves, Glutes",Parallel Bars or Chair,Beginner,Arms,Anterior,Barbell rows,29.65549228,1876.68,0.4991154592,0.8141454514,0.5150253577,0.6662673195,2243.4,75.15097643,742.56,1.19E+20,Very High
25.23,Female,124.12,2,180.02,121.08,72.24,1.13,995.3,Cardio,32.82642115,2.59,3,1.01,31.03,3,1.01,228.42,92,61.16,3518,Other,Lunch,Balanced,4.02,914.08,17.81,478.73,Baked,54.61,92.44,4.4,Decline Push-ups,4.99,21.01,Improves balance and coordination,369.65,Full Core,Kettlebell,Intermediate,Abs,Lower,Leg press,31.03,1832.12,0.4987009585,0.741218176,0.453145296,0.6725919342,2522.7,83.37584606,835.409,1.35E+20,Very High
47.42,Male,39.18,1.76,173.29,132.23,62.95,0.81,801.17,Strength,18.48987534,2.18,2.99,1,12.65,3.99,-0.02,251.09,100.43,66.98,1116,Other,Dinner,Keto,11.48,2243.8,72.11,264.77,Raw,12.42,38.09,2.61,Shoulder Press,3.99,17.85,Targets upper chest,334.05,"Core, Obliques",None or Dumbbells,Intermediate,Abs,Lower Chest,Lateral raises,12.64850207,2008.9,0.4999551994,2.563297601,0.6278774696,0.7630561487,314.83,31.93566684,541.161,5.91E+19,Low
34.13,Female,87.78,1.64,197.34,147.17,70.19,1.89,2702.7,HIIT,33.69383566,3.49,4.01,3,32.64,3,-0.02,246.24,98.37,65.52,2406,Other,Dinner,Keto,36.77,1179.36,191.54,219.23,Baked,57.25,3.7,1.6,Lateral Raises,5.01,15.01,Builds lower body power,338.02,"Lower Abs, Hip Flexors",Wall,Advanced,Abs,Anterior,Hyperextensions,32.63682332,1968.12,0.5004572892,1.120642515,0.6054266614,0.745768724,-296.7,58.20355106,1277.7156,6.51E+19,Medium
21.14,Male,87.02,1.86,162.98,129.33,57.86,1.37,1315.2,Cardio,27.50416392,2.6,3.01,2,25.15,3.04,0.01,199.49,78.64,53.01,2277,Other,Breakfast,Balanced,32.68,338.23,118.98,252.88,Grilled,60.05,60.89,4.88,Frog Jumps,5,23.94,Strengthens shoulders,354.24,"Legs, Core",Kettlebell,Intermediate,Arms,Lats,Close-grip bench press,25.1531969,1589.61,0.5019847636,0.9037002988,0.6798896499,0.7935329488,961.8,63.08587655,970.6176,9.54E+19,High
40.54,Male,72.65,1.96,161.99,167.77,50.96,0.52,514.8,Strength,23.5399245,2.5,2.01,1,18.91,2,1.97,271.51,107.96,72.41,1954,Other,Snack,Keto,13.16,1555.53,191.08,394.89,Steamed,29.32,89.73,3.82,Tricep Extensions,5.02,25,Builds back strength,338.48,"Upper Chest, Triceps",None or Dumbbell,Advanced,Chest,Grip Strength,Skull crushers,18.91139109,2169.57,0.5005784556,1.486028906,1.052058002,1.035681215,1439.2,55.54824485,352.0192,6.58E+19,Medium
46.02,Female,57.45,1.53,196.5,139.86,61.93,1.83,1428.5,Yoga,22.25483228,2.72,4.03,3.01,24.54,2,-0.01,197.81,79.08,52.25,1620,Other,Dinner,Keto,19.07,1869.04,289.53,190.12,Roasted,59.06,52.15,3.77,Lateral Raises,3.99,16,Strengthens lower body,334.12,"Full Body, Core, Shoulders",Resistance Band or Cable Machine,Advanced,Back,Lower,Bicep Curls,24.54184288,1577.81,0.5014798994,1.376501305,0.5791038121,0.7117557252,191.5,44.66459885,1222.8792,5.92E+19,Low
47.6,Male,72.88,1.59,196.44,149.16,63.91,1.18,1275.46,Strength,32.65282705,2.06,3.01,2.01,28.83,3.98,0,245.63,97.87,65.56,1864,Other,Lunch,Vegan,16.59,2201.6,207.4,221.99,Grilled,30.73,81.62,3.17,Bulgarian Split Squats,4.99,22.05,Improves balance and leg strength,359.35,"Lower Back, Glutes",Cable Machine or Resistance Band,Intermediate,Arms,Lower,Leg press,28.82797358,1964.04,0.5002545773,1.342892426,0.6432505848,0.7593158216,588.54,49.08261964,848.066,1.07E+20,High
53.87,Female,67.43,1.54,181.82,139.52,49.91,0.73,884.91,HIIT,25.29333693,1.49,2.98,1.02,28.43,4,3.99,387.91,155.94,103.72,1976,Other,Breakfast,Low-Carb,8.55,310.42,123.24,488.46,Raw,53.63,25.27,1.2,Zottman Curls,4.01,22.87,Improves coordination and cardiovascular health,343.43,Shoulders,Wall,Intermediate,Arms,Quads,Hanging leg raises,28.432282,3108.88,0.4990993541,2.312620495,0.6793268137,0.7673523265,1091.09,50.37470291,501.4078,7.41E+19,Medium
43.88,Male,98.5,1.83,194.03,129.56,56.07,1.28,1378.94,Strength,32.37923535,3.49,4,1.97,29.41,1.97,-0.01,234.99,93.34,62.27,2759,Other,Dinner,Low-Carb,32.03,2257.25,205.97,242.4,Baked,25.3,39.73,4.89,Deadlifts,5.02,23.98,Improves lower back strength,355.18,Lower Abs,Box or Platform,Intermediate,Legs,Triceps,Towel pull-up,29.41264296,1873.75,0.501646431,0.9476142132,0.532690635,0.6677317941,1380.06,66.60645318,909.2608,9.75E+19,High
40.99,Male,70.93,1.96,162.4,167.39,51.14,0.5,440,Cardio,23.89415478,2.5,1.99,1,18.46,2.02,2.03,272.87,108.37,72.08,1940,Other,Dinner,Vegan,12.41,1529.8,191.61,393.26,Baked,29.76,88.83,3.8,Thrusters,5.01,25.07,Strengthens triceps and chest,337.3,"Shoulders, Triceps",Resistance Band,Intermediate,Shoulders,Lower,Plank,18.46366097,2173.68,0.5021346288,1.527844354,1.044849901,1.030726601,1500,53.98187602,337.3,6.40E+19,Low
51.14,Male,77.98,1.51,193.42,133.78,74.23,0.92,1114.21,HIIT,35,2.59,3.01,1.01,34.2,3.98,2.01,296.76,118.5,79.27,2171,Other,Lunch,Keto,25.34,864.58,48.19,210.37,Steamed,38.22,111.41,1.12,Jumping Jacks,4.98,23.99,Improves posture and strengthens upper back,348.55,"Full Body, Core, Shoulders",Dumbbells or Barbell,Intermediate,Forearms,Upper,Overhead triceps extensions,34.20025437,2374.47,0.4999178764,1.519620415,0.4996224515,0.6916554648,1056.79,50.687,641.332,8.36E+19,Medium
45.82,Male,62.61,1.54,196.64,125.32,72.82,1.6,1661.44,Cardio,27.27155746,2.7,3.98,2.98,26.4,2.02,0,235.36,94.38,63.08,1857,Other,Dinner,Vegan,46,208.02,77.54,396.22,Raw,11.8,87.92,1.48,Deadlift,5,17.06,Improves balance and coordination,339,"Core, Lower Back",None or Dumbbell,Intermediate,Chest,Grip Strength,Hammer curl,26.3998988,1886.68,0.49899294,1.507426929,0.4240025844,0.6373067535,195.56,45.53527788,1084.8,6.66E+19,Medium
41.2,Male,71.89,1.96,162.18,168.16,50.91,0.5,495.45,Strength,20.22826123,2.51,1.99,1.01,18.71,1.99,2.03,268.89,108.65,71.77,1964,Other,Breakfast,Vegetarian,12.12,1557.95,189.93,397.77,Roasted,30.01,89.04,3.83,Bicycle Crunches,5.02,24.93,Improves lower back strength,338.2,"Quadriceps, Glutes",Wall,Beginner,Back,Lats,Military press,18.71355685,2156.09,0.4988474507,1.511336765,1.053743147,1.036872611,1468.55,57.347903,338.2,6.54E+19,Medium
42.52,Female,62.33,1.58,165.25,149.12,50.06,1.84,2629.18,HIIT,26.77294016,2.72,4.99,2.99,24.97,4,1.99,341.01,135.87,91.36,1702,Other,Breakfast,Paleo,31.28,395.2,177.76,475.34,Raw,23.38,108.77,1.28,Inverted Rows,4.02,18.11,Improves unilateral leg strength and balance,367.5,"Legs, Shoulders, Core",Resistance Band,Advanced,Back,Lower Chest,Bent-over lateral raises,24.96795385,2729.76,0.4996922806,2.17984919,0.8599704835,0.9023903177,-927.18,45.6424264,1352.4,1.29E+20,Very High
28,Female,78.65,1.63,185.07,153.5,58.84,1.11,1197.8,Strength,31.86803766,1.8,3.02,1.99,29.6,2.99,-0.02,184,73.94,48.98,2034,Other,Lunch,Keto,15.7,420.72,125.94,152.18,Raw,31.64,7.78,2.99,Flutter Kicks,4.01,24.06,Builds back strength,337.57,Shoulders,Cable Machine or Resistance Band,Advanced,Back,Middle,Decline dumbbell press,29.60216794,1472.58,0.4998030667,0.940114431,0.7499009744,0.8294158967,836.2,53.58578838,749.4054,6.44E+19,Low
18.27,Male,54.74,1.68,176.08,158,71.16,1.27,1216.15,Cardio,20.71442246,2.21,3.98,1.97,19.39,4.01,0,255.52,101.72,68.35,1705,Other,Snack,Vegetarian,18.77,1404.13,127.51,425.66,Raw,30.96,110.58,4.29,Step-ups,4,18.96,Strengthens back and legs,338.64,"Core, Obliques",Pull-up Bar,Advanced,Legs,Anterior,Dumbbell front raises,19.39484127,2044.11,0.5000122303,1.858238948,0.827678231,0.8973194003,488.85,43.40092514,860.1456,6.61E+19,Medium
